id_movimiento,id_miembro,fecha,minuto,hora,importe,comercio,actividad_completa,actividad
8094,5,2011-12-23,21,13,50,E.S. DAVID OIL, S.L.,C.A.M.P.S.A.,COCHE
42090,65,2005-06-26,2,16,48,AQUILES HIJOS S A,GASOLINERAS,COCHE
60264,54,2011-04-18,49,12,600,NUBA EXPEDICIONES,AGENCIAS DE VIAJES,VIAJE
22776,29,2005-03-24,43,16,130,5,REST. M. BRAVO,RESTAURANTES RESTO,RESTAURANTE
22629,29,2004-09-06,38,14,60,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
68456,50,2005-11-01,27,15,54,7,E.S.HNOS.NAVAS AGUEDA SL.,GASOLINERAS,COCHE
42786,65,2007-12-10,28,18,236,CLINICA DENTAL STA. BEATR,HOSPITALES,SANATORIOS Y CONSULTAS MEDIC,SALUD
27259,34,2010-06-03,55,19,62,4,ASIA GALLERY,RESTAURANTES RESTO,RESTAURANTE
1613,2,2004-11-10,35,15,125,73,RESTAURANTE CASA CASADO,RESTAURANTES RESTO,RESTAURANTE
13173,15,2008-07-18,32,16,137,41,REMANSO DEL RIO RAZON,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
62506,28,2010-01-22,28,1,255,78,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
57861,81,2010-07-21,40,10,-129,6,RENFE 001,R.E.N.F.E.,TREN
28297,35,2008-11-30,47,21,600,,CAJEROS AUTOMATICOS,CA$H
73075,72,2008-09-19,51,12,53,2,SAN PABLO DIFUSION SSP,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
22236,25,2006-04-23,26,17,189,67,,WOMEN'S READY TO WEAR STORES,ROPA
47776,68,2005-10-05,35,15,407,89,IBERIA,LINEAS AEREAS,AVION
57374,80,2011-03-02,23,16,55,84,FNAC LA GAVIA VALLECAS,FNAC,LIBRERIA
43350,65,2009-09-05,0,9,50,84,SHELL VILLANUEVA,GASOLINERAS,COCHE
71398,9,2010-09-10,39,14,90,83,,RESTAURANTES RESTO,RESTAURANTE
46285,66,2011-09-12,0,12,11,98,FNAC CALLAO,FNAC,LIBRERIA
68369,50,2005-07-19,43,15,30,TIKAL VIAJES,LINEAS AEREAS,AVION
47289,68,2004-06-28,8,16,7,65,APARCAMIENTO MAYOR,GARAJES APARCAMIENTOS NIVEL 4,COCHE
2643,83,2009-05-22,8,14,84,38,E.S. ESCARZANO,GASOLINERAS,COCHE
18172,23,2003-11-09,17,16,125,34,RESTAURANTE RIAS BAJAS,RESTAURANTE 4/5 TENEDORES NIVEL 2,RESTAURANTE
44264,62,2010-11-28,34,15,90,38,,GROCERY STORES, SUPERMARKETS,SUPERMERCADO
44405,63,2003-03-14,7,14,34,EL PADORNELO S.A.,GASOLINERAS,COCHE
17308,20,2007-04-24,20,17,66,51,RESTAURANTE LA OPERA DE MADRID,RESTAURANTES RESTO,RESTAURANTE
32841,44,2006-01-17,23,15,92,EDICIONES EL PAIS,SUSCRIPCIONES A PUBLICACIONES PERIODICAS,LIBRERIA
76011,37,2003-08-07,8,14,14,89,EL CORTE INGLES C.C. CAMPO NAC,EL CORTE INGLES,COMPRA BIENES
73804,52,2004-03-21,37,15,140,86,,DURABLE GOODS,COMPRA BIENES
58008,81,2010-12-14,20,10,44,16,EROSKI MADRID SUR,EROSKI,SUPERMERCADO
17891,21,2009-06-25,26,15,19,04,APARCAMIENTO CORTES,GARAJES Y APARCAMIENTOS,COCHE
74095,52,2005-08-17,37,15,92,72,SPANAIR,LINEAS AEREAS,AVION
16998,20,2005-07-10,24,14,72,9,MI BUENOS AIRES QUERIDO SA,RESTAURANTES RESTO,RESTAURANTE
23931,29,2009-12-29,29,15,51,18,EXPLOTACION EST SER SHELL,GASOLINERAS,COCHE
75377,57,2004-07-28,47,17,320,,CAJEROS AUTOMATICOS,CA$H
19990,24,2007-08-29,1,17,79,69,RUIZ DEL POZO S.L,RESTAURANTES RESTO,RESTAURANTE
22031,27,2003-08-06,56,15,35,31,HOTEL PRINCIPE DE VER,NH HOTELES,HOTEL
7730,5,2010-05-19,49,6,7,75,VINCI PARK - PZA.CASTILLA,GARAJES Y APARCAMIENTOS,COCHE
15052,17,2009-12-20,12,19,111,8,LIBRERIA-GALERIA A.MACHAD,VENTA DIST.LIBROS,DISCOS,VIDEOS ,CD'S,LIBRERIA
18917,23,2007-01-26,27,15,64,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
33833,44,2011-01-11,58,9,63,E.S. EXPLOTACIONES IND,GASOLINERAS,COCHE
58649,82,2011-06-08,23,10,38,34,GPV RIOS ROSAS,C.A.M.P.S.A.,COCHE
69224,50,2010-02-05,9,14,50,41,E S CONCORDY S A,C.A.M.P.S.A.,COCHE
3865,4,2006-10-12,34,17,27,5,CASA,BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS
71207,9,2009-10-10,36,1,74,06,HIPERCOR SANCHINARRO,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
9327,6,2007-06-12,27,16,44,88,ASSIA,RESTAURANTES RESTO,RESTAURANTE
9143,6,2006-12-26,58,15,12,6,APARCAMIENTO RECOLETOS,GARAJES,RESTO DE APARCAMIENTOS,COCHE
11236,12,2010-08-31,44,15,104,09,CASA RIOS,RESTAURANTES RESTO,RESTAURANTE
19697,24,2003-09-09,25,16,86,83,TEITU,RESTAURANTE RESTO NIVEL 2,RESTAURANTE
59254,54,2006-06-29,39,15,51,33,,BAZARES, OBJETOS REGALO Y SOUVENIRS,REGALOS
40667,64,2008-01-17,48,17,521,4,E.A.S.A.,ACCESORIOS Y REPUESTOS DE COCHES Y MAQUI,COCHE
21058,26,2006-11-08,53,15,179,REST AINOHA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
9566,6,2008-03-04,28,15,49,13,POZUELO 4 S L,GASOLINERAS,COCHE
16061,19,2004-04-25,34,15,35,47,GUIROPA S A,GASOLINERAS,COCHE
11216,12,2010-07-13,28,16,251,1,RESTAURANTE GOIZEKO WELLI,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
47318,68,2004-07-22,31,15,98,3,CABO FINISTERRE,RESTAURANTES RESTO,RESTAURANTE
2270,83,2007-01-24,44,14,54,25,ESPASA CALPE-CASA DEL LIBRO,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
3730,4,2006-07-02,52,17,18,79,EL CORTE INGLES S.A.,EL CORTE INGLES,COMPRA BIENES
71596,10,2003-10-22,39,19,150,AZALEA INDICA  S A,FLORES Y PLANTAS,HOGAR
27353,34,2011-03-12,1,16,144,17,RESTAURANTES AZAYA, SL,RESTAURANTES RESTO,RESTAURANTE
49817,73,2007-09-20,1,17,20,79,GORKI,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
50147,73,2008-05-04,27,15,4,05,TRANSPORTS CIUTAT COMTAL,TRANSPORTE DE VIAJEROS,VIAJE
42375,65,2006-05-12,59,13,57,59,ESTACION SERVICIO GUIBE S,GASOLINERAS,COCHE
15602,18,2010-08-22,11,0,528,29,RESTAURANTE CASA MANE,RESTAURANTES RESTO,RESTAURANTE
34091,42,2003-04-21,30,23,182,86,GRA.ALMAC.FNAC ESPA#A S.A,COMERCIO ELECTRONICO NIVEL 2,COMPRA BIENES
70713,9,2006-07-02,49,16,73,4,ASADOR REAL,RESTAURANTES RESTO,RESTAURANTE
46992,68,2003-01-07,23,14,110,59,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
27063,33,2011-12-25,5,20,35,38,ES REMEY,GASOLINERAS,COCHE
65633,74,2009-08-20,28,15,175,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
57754,81,2010-04-02,42,15,98,69,RESTAURANTE EL RADAR,RESTAURANTES RESTO,RESTAURANTE
57468,80,2011-05-12,29,15,9,05,AUTOPISTA BURGOS-ARMIºON,AUTOPISTAS (TERMINALES),COCHE
75650,79,2010-12-09,24,15,86,,RESTAURANTES RESTO,RESTAURANTE
26669,32,2011-05-28,18,18,61,7,GREEMOIL SAN SEBASTIAN SL,GASOLINERAS,COCHE
30024,40,2005-02-18,27,0,100,HOTEL R. CURRITO,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
8815,6,2005-12-23,30,16,46,27,FOSTER'S BOADILLA GR1116 S.L.,COMIDA RAPIDA,RESTAURANTE
1773,2,2005-12-23,1,17,27,HERMOBODY S.L.,G.SUPERFICIES DE JUGUETES Y DEPORTES,SUPERMERCADO
13507,15,2010-02-09,52,14,37,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
1100,1,2009-05-16,42,17,-28,EUROPA RENT A CAR,ALQUILER AUTOMOVILES,COCHE
43461,65,2009-12-29,16,13,57,AIREMAR ESTACION DE SERVICIO S,GASOLINERAS,COCHE
34359,42,2005-12-07,41,14,46,9,TEODORO RODRIGUEZ SA,GASOLINERAS,COCHE
68473,50,2005-11-21,31,15,76,44,E.S.R2 MECO,C.A.M.P.S.A.,COCHE
12015,70,2003-04-24,30,15,294,89,,LINEAS AEREAS,AVION
16503,19,2006-08-12,43,13,69,E S OLEIROS,GASOLINERAS,COCHE
1707,2,2005-09-05,19,17,77,55,CEPSA 33099-1 MILAGRO,GASOLINERAS,COCHE
23758,29,2009-05-30,14,13,350,LA ALDABA DEL REY,CONFECCION TEXTIL EN GENERAL,ROPA
51998,77,2008-08-18,41,12,75,04,CEDIPSA 17469-1 CAMPOAMOR,CEPSA,COCHE
71681,10,2004-05-09,28,15,799,53,TIKAL VIAJES,LINEAS AEREAS,AVION
11012,12,2009-06-25,45,15,86,8,REST. VIRREY PALAFOX,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
31209,40,2009-01-03,10,16,65,91,RESTAURANTE MANOLO,RESTAURANTES RESTO,RESTAURANTE
1208,1,2009-10-24,23,19,41,91,SHELL AEROPUERTO JEREZ,GASOLINERAS,COCHE
48110,68,2006-12-04,52,13,44,E.S. LOMA VERDE,GASOLINERAS,COCHE
61168,28,2005-08-16,35,16,130,94,0143-CONSUM VERGEL,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
17807,21,2008-02-07,55,16,94,43,RESTAURANTE LA CAZUELA,RESTAURANTES RESTO,RESTAURANTE
59758,54,2008-09-18,24,16,135,RESTAURANTE ALDABA,RESTAURANTES RESTO,RESTAURANTE
28326,35,2009-03-10,54,20,154,61,CASTELLANA 179,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
62070,28,2008-08-17,2,0,126,25,CASA PEPA RESTAURANT,RESTAURANTES RESTO,RESTAURANTE
64009,61,2006-01-06,24,12,73,41,CEDIPSA SANTA MARTA,GASOLINERAS,COCHE
15229,17,2010-09-22,11,2,115,ADOC GOURMET, S.A.,RESTAURANTES RESTO,RESTAURANTE
"20422,24,2011-10-23,8,21,74,5,""PULLMAN MADRID AIRPORT &amp; FERIA"",HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL"
62118,28,2008-10-13,13,18,300,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
60041,54,2010-01-05,42,18,300,LA CHALANA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
65604,74,2009-07-05,36,15,99,01,,DUTY FREE STORES,DUTYFREE
7791,5,2010-09-16,50,19,23,04,HIPERCOR MENDEZ ALVARO,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
76104,13,2003-01-07,31,15,192,72,BLANJU,G.SUPERFICIES DE DROGUERIA Y PERFUMERIA,SUPERMERCADO
60013,54,2009-12-07,0,14,149,47,,RESTAURANTES RESTO,RESTAURANTE
9747,6,2008-10-13,46,9,28,89,TIENDA VIPS EQUINOCCIO,VIPS,MISC
2841,3,2003-11-29,16,16,118,61,RESTAUR.LA ALBUFERA,RESTAURANTE 4/5 TENEDORES NIVEL 4,RESTAURANTE
70230,11,2010-08-31,31,15,26,ATRAPALO COM,AGENCIAS DE VIAJES,VIAJE
26324,32,2010-12-06,9,14,17,LOS TORREZNOS S.L.,RESTAURANTES RESTO,RESTAURANTE
61238,28,2005-10-22,38,13,45,CEDIPSA EST SERV PETROCAR,GASOLINERAS,COCHE
13454,15,2009-11-23,24,19,150,38,CLUB ALLARD,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
35160,47,2011-07-17,5,20,39,LUJANS,ZAPATERIAS,ROPA
27821,35,2005-06-13,11,16,214,75,JIMENEZ,RESTAURANTES RESTO,RESTAURANTE
409,1,2006-03-06,33,15,45,95,RESTAURANTE ANGUS BEFF,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
35161,47,2011-07-22,21,15,49,04,CEPSA-SANCHINARRO,GASOLINERAS,COCHE
63172,76,2004-05-14,41,16,176,05,RESTAURANT EL CLOTAL,RESTAURANTES RESTO,RESTAURANTE
40149,60,2011-07-14,11,16,113,31,NAGUROSAKE SL,RESTAURANTES RESTO,RESTAURANTE
15335,17,2011-01-25,56,15,128,8,RISTORANTE ITALIANO DA ALFREDO,RESTAURANTES RESTO,RESTAURANTE
56935,80,2010-02-03,16,16,45,5,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
2688,83,2009-08-11,2,0,185,85,BAR RESTAURANTE FONTANILLA,RESTAURANTES RESTO,RESTAURANTE
73921,52,2004-10-14,47,15,-318,39,,MISCELLANEOUS(PERSONAL SERV.NOT CLASSIF),COMPRA BIENES
12892,15,2007-10-26,53,18,62,04,GPV ALCALA DE HENARES,C.A.M.P.S.A.,COCHE
43333,65,2009-08-04,42,18,34,TELYGES S.L,.,VENTA DE EQUIPOS TELEFONICOS,TELECOM
54672,80,2003-09-15,13,13,11,69,ESPASA CALPE-CASA DEL LIBRO,LIBRERIAS PAPELERIAS NIVEL 4,LIBRERIA
49277,73,2006-04-06,22,15,43,59,IBERIA,IBERIA,AVION
47396,68,2004-10-15,11,10,169,83,P.N. AYAMONTE,PARADORES NACIONALES,HOTEL
12915,15,2007-11-15,25,15,2,04,PARKING EGUISA C/SEVILLA,GARAJES Y APARCAMIENTOS,COCHE
56360,80,2008-07-27,36,16,111,5,CASA DOLI,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
52749,77,2011-02-23,50,14,138,72,CEDIPSA 17018-1 TRUJILLO,CEPSA,COCHE
52108,77,2008-12-25,36,15,1,45,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
27296,34,2010-09-16,43,16,282,95,RESTAURANTE ERROTA ZAR,RESTAURANTES RESTO,RESTAURANTE
64002,61,2006-01-01,30,16,85,16,RECO PASTA BAR,RESTAURANTES RESTO,RESTAURANTE
63681,61,2004-09-28,23,23,171,83,BICE,VIPS,MISC
17169,20,2006-06-07,36,17,209,19,RESTAURANTE ERROTA ZAR,RESTAURANTES RESTO,RESTAURANTE
43667,65,2010-08-10,42,15,675,54,,TRANSPORTE VIAJEROS ( VIA MARITIMA ),BARCO
14148,16,2007-10-13,14,0,48,CORTE INGLES SANCHINARRO,EL CORTE INGLES,COMPRA BIENES
13387,15,2009-07-18,58,15,46,34,E.S.VEGONES DER,C.A.M.P.S.A.,COCHE
71616,10,2003-12-18,7,20,120,AZALEA INDICA  S A,FLORES Y PLANTAS,HOGAR
12226,70,2005-02-28,32,16,46,72,CEPSA 17158-1 E.S.TRES CA,GASOLINERAS,COCHE
28977,39,2007-12-06,30,16,66,9,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
11955,70,2003-01-02,6,9,1032,68,HOTEL SANCHO,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
36620,48,2009-07-06,18,1,318,39,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
59106,54,2005-06-02,55,15,109,PROMOCIONES LES DUNES SL,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
70928,9,2007-12-08,0,17,4000,ABAMA,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
19630,23,2010-02-26,16,20,38,95,RTE VIPS LA GARENA,VIPS,MISC
16407,19,2006-03-19,30,15,288,3,,THEATRICAL PRODUCERS, TICKET AGENCIES,SALIDAS
37858,56,2008-08-15,45,11,98,TIBET,CONFECCION TEXTIL EN GENERAL,ROPA
17653,20,2009-03-11,4,16,198,82,REST. MOA#A,RESTAURANTES RESTO,RESTAURANTE
63107,76,2003-02-21,59,13,1621,06,HOTEL MELIA SIERRA NEVADA,MELIA (CADENA DE HOTELES),HOTEL
57044,80,2010-05-10,3,15,13,ASADOR CRUZ NEVADA,RESTAURANTES RESTO,RESTAURANTE
70711,9,2006-06-28,49,15,1232,06,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
68619,50,2006-10-05,38,8,100,,CAJEROS AUTOMATICOS,CA$H
7908,5,2011-03-17,53,16,36,09,DECATHLON USERA,DECATHLON,ROPA
75737,79,2011-05-09,25,15,426,79,,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
66227,59,2007-11-24,8,14,500,,CAJEROS AUTOMATICOS,CA$H
73942,52,2004-11-28,17,15,54,34,E. S. CELTIMA, S.L.,GASOLINERAS,COCHE
53205,78,2005-07-04,43,15,107,5,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
76144,13,2003-06-26,13,20,500,,CAJEROS AUTOMATICOS,CA$H
3761,4,2006-07-18,18,16,48,CAFETERIA SAMM,RESTAURANTES RESTO,RESTAURANTE
31862,41,2005-12-10,4,19,60,65,SUDEL S.A. POZUELO,GASOLINERAS,COCHE
35476,49,2006-05-23,24,11,73,CANAL DE EDITORIALES S A,LIBRERIAS, PAPELERIAS Y DISCOS,LIBRERIA
36051,49,2011-11-29,5,17,54,59,RESTAURANTE NICOLETA,RESTAURANTES RESTO,RESTAURANTE
50288,73,2008-08-15,31,16,32,HERMOBODY S.L.,G.SUPERFICIES DE JUGUETES Y DEPORTES,SUPERMERCADO
75035,75,2010-11-03,53,23,26,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
48835,73,2005-01-17,48,15,30,39,SEMON,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
16556,19,2006-11-14,27,16,94,,RESTAURANTES RESTO,RESTAURANTE
43730,65,2010-10-26,43,23,41,45,THE CAPI TAVERN,RESTAURANTES RESTO,RESTAURANTE
9545,6,2008-02-15,4,0,215,86,PARADIS CASA AMERICA,RESTAURANTES RESTO,RESTAURANTE
39301,60,2008-10-18,24,22,11,73,MALLORCA,HIPERMERCADOS (TECNOLOGIA ELECTRONICA),SUPERMERCADO
15559,17,2011-10-24,30,15,-1,87,,GASOLINERAS,COCHE
8268,6,2003-12-07,48,16,202,8,LA ALACENA,RESTAURANTES RESTO,RESTAURANTE
70312,9,2003-01-25,27,9,569,,RESTAURANTES RESTO,RESTAURANTE
3975,4,2007-01-20,13,14,66,5,RESTAURANTE EL BOTANICO,RESTAURANTES RESTO,RESTAURANTE
11247,12,2010-09-19,41,19,29,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
46158,66,2011-06-03,12,16,99,EL CORTE INGLES RESTO,EL CORTE INGLES,COMPRA BIENES
12563,15,2006-10-16,12,16,90,LA COCINA DE MARIA LUISA,RESTAURANTES RESTO,RESTAURANTE
21165,26,2007-09-06,22,23,190,REST AINOHA,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
33411,44,2008-12-29,45,5,79,94,PANDA SOFTWARE INTERNATIONAL,ELECTRODOMESTICOS,EQUIPOS ELECTRICOS,HOGAR
65433,74,2008-06-19,56,9,-305,1,RENFE 001,R.E.N.F.E.,TREN
39122,60,2008-03-08,52,0,30,JOVIPE LAS ROZAS,C.A.M.P.S.A.,COCHE
64125,61,2006-07-05,32,17,18,SUPLIDOS EMISION BILLETE,LINEAS AEREAS,AVION
38932,60,2007-10-01,35,22,8,69,TAXIMADRID LIC.12273,TAXIS,COCHE
52313,77,2009-10-18,31,19,110,REST EL ESPIGON,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
8923,6,2006-03-29,27,16,76,69,POSADA DE LA VILLA REST,RESTAURANTES RESTO,RESTAURANTE
8775,6,2005-11-18,17,0,65,48,COLONIA DEL SACRAMENTO,RESTAURANTES RESTO,RESTAURANTE
74363,52,2006-09-07,36,19,134,55,DECORACION Y ARQUITECTURA,DECORACION Y ARQUITECTURA,COMPRA BIENES
27771,35,2005-01-27,23,17,121,01,LUR MAITEA,RESTAURANTES RESTO,RESTAURANTE
74065,52,2005-07-12,36,15,50,E.S. BERMUDEZ GUADAMILLAS,GASOLINERAS,COCHE
3933,4,2006-12-14,52,9,135,19,GRAN HOTEL DE DURANGO S L,HOTELES,MOTELES,BALNEARIOS,CAMPINGS REST,HOTEL
24246,30,2006-06-30,45,8,1,82,HOTEL PALAFOX,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
19277,23,2008-06-21,9,20,34,09,ADIF ESTACION DE ATOCHA,GARAJES,RESTO DE APARCAMIENTOS,COCHE
30596,40,2007-01-16,10,23,52,59,EL CAPRICHO,CAFETERIAS,SNACKS,RESTAURANTE
65480,74,2008-09-24,27,15,94,77,,ESTACIONES DE ESQUI,DEPORTE
59795,54,2008-12-04,24,15,191,8,,RESTAURANTES RESTO,RESTAURANTE
15752,19,2003-02-24,32,15,110,RESTAURANTE LES GRAELLES,RESTAURANTES RESTO,RESTAURANTE
60289,54,2011-05-26,10,23,150,EL VENTORRO,RESTAURANTES RESTO,RESTAURANTE
10298,7,2011-07-20,24,17,213,ROGE Y MYRIAM,PELUQUERIAS,INSTITUTOS DE BELLEZA Y GIMN,ESTETICA
63344,76,2010-05-06,52,7,2900,,AGENCIAS BANCARIAS(ANTICIPO VENTANILLA),BANCO
9947,6,2009-06-08,2,17,106,59,EL UROGALLO PELON II,RESTAURANTES RESTO,RESTAURANTE
44602,63,2005-01-17,33,15,112,34,HISPANO BAR BUFFET,RESTAURANTES RESTO,RESTAURANTE
62345,28,2009-08-05,28,15,15,,HEATING,PLUMBING,AIR CONDITIONING,HOGAR
42521,65,2006-12-12,5,11,44,95,URENDE - MAJADAHONDA,URENDE,HOGAR
72423,72,2004-06-03,42,18,41,75,SUPERPIRINEOS SEIS,SUPERMERCADOS,ULTRAMARINOS, ECONOMATOS,SUPERMERCADO
65317,74,2007-06-21,41,15,500,,CAJEROS AUTOMATICOS,CA$H
19302,23,2008-07-27,59,15,46,TASCON DE LA PRENSA,RESTAURANTES RESTO,RESTAURANTE
10045,6,2009-09-15,8,16,116,3,GINZA,RESTAURANTES RESTO,RESTAURANTE
57614,80,2011-09-07,55,15,124,4,RESTURANTE LA VASCA,RESTAURANTES RESTO,RESTAURANTE
64667,61,2008-12-27,12,15,409,89,CHAROLES 2.000 S.L.,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
50023,73,2008-02-04,11,15,20,79,HOTEL WELLINGTON SL,HOTELES 4 Y 5 ESTRELLAS,BALNEARIOS,CAMPI,HOTEL
1182,1,2009-09-08,17,16,305,89,CLUB FINANCIERO GENOVA,RESTAURANTES RESTO,RESTAURANTE
58089,81,2011-03-07,18,13,14,5,RADIOTAXI LIC. 6117,TAXIS,COCHE
56915,80,2010-01-17,57,14,107,EL BARRIL DE SAN PASCUAL,CAFETERIAS,SNACKS,RESTAURANTE
1846,2,2006-07-06,27,11,40,5,DIANA VIAJI S.A.,JUGUETES, ARTICULOS DEPORTIVOS,COMPRA BIENES
43024,65,2008-09-16,51,23,34,7,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
40600,64,2007-09-12,24,15,32,9,ONLINE P4,GARAJES Y APARCAMIENTOS,COCHE
52643,77,2010-10-08,54,14,7,69,PK VELAZQUEZ JORGE JUAN,GARAJES Y APARCAMIENTOS,COCHE
73598,52,2003-03-01,41,16,160,8,GRAN CIRCULO DE MADRID,CLUBS DEPORTIVOS,DEPORTE
13407,15,2009-08-17,5,12,30,01,CEPSA 17772-1 SUARESA COL,GASOLINERAS,COCHE
74642,52,2008-05-29,28,15,66,81,,DIRECT MARKETING-DIRECT MARKETERS,NOT EL,DIRECT MARKETING
31167,40,2008-12-04,25,13,87,CTRO E ADAMS E VALBUENA,COLEGIOS ENSE#ANZA PROFESIONAL/AUTOESCUE,ESCUELA
27974,35,2006-07-06,4,16,7,4,APARCAMIENTO MAYOR,GARAJES,RESTO DE APARCAMIENTOS,COCHE
57252,80,2010-11-20,26,18,68,FUENTE HELECHA GASOLINERA,GASOLINERAS,COCHE
18758,23,2006-05-22,54,20,49,2,EE.SS.ALCOBENDAS DCHA-VEL,AGIP,COCHE
23598,29,2008-10-17,29,0,208,22,SUPERCOR EL ESCORIAL,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
50749,73,2009-11-06,28,20,60,4,MERCADONA VIA COMPLUTENSE,MERCADONA,SUPERMERCADO
40700,64,2008-03-30,49,7,66,8,CEDIPSA 17017-1 TRUJILLO,CEPSA,COCHE
6745,5,2005-12-04,43,15,106,76,CASA HERMOGENES,RESTAURANTES RESTO,RESTAURANTE
48299,73,2003-02-20,15,22,50,75,REST. LA QUINTA S.L.,RESTAURANTES RESTO,RESTAURANTE
64051,61,2006-04-01,43,11,63,NISA (H 24) HNOS VERDE,GASOLINERAS,COCHE
20986,26,2006-06-03,52,15,285,RESTAURANTE COMBARRO,RESTAURANTES RESTO,RESTAURANTE
46893,67,2011-05-31,46,16,108,66,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
55288,80,2005-08-31,47,22,25,92,CERVECERIA LA CUMBRE,RESTAURANTES RESTO,RESTAURANTE
24624,30,2007-10-26,48,16,168,27,EL CORTE INGLES,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
66005,59,2006-07-19,50,14,324,51,VIAJES ECI,EL CORTE INGLES,COMPRA BIENES
2093,83,2005-07-18,32,16,20,E.S. DAS RONDAS, S.L.,C.A.M.P.S.A.,COCHE
40592,64,2007-07-26,44,15,63,75,RESTAURANTE LAS COSTILLAS,RESTAURANTES RESTO,RESTAURANTE
51967,77,2008-06-26,23,21,93,37,E.E.S.S. CALERA,GASOLINERAS,COCHE
76080,37,2003-12-18,19,15,41,99,E.S. ARTURO SORIA,GASOLINERAS,COCHE
38067,56,2010-07-21,40,15,120,RESTAURANTE EL PESCADOR,RESTAURANTES RESTO,RESTAURANTE
17173,20,2006-06-15,14,18,201,16,RESTAURANTE ERROTA ZAR,RESTAURANTES RESTO,RESTAURANTE
34194,42,2004-04-18,22,16,97,83,REST EL ESPIGON,RESTAURANTES DE 4 Y 5 TENEDORES,RESTAURANTE
10415,8,2010-09-11,11,1,99,94,EL CORTE INGLES,EL CORTE INGLES,COMPRA BIENES
6708,5,2005-10-10,9,15,170,91,HIPERCOR MENDEZ ALVARO,HIPERCOR SUPERMERCADOS EL CORTE INGLES,SUPERMERCADO
27323,34,2010-12-10,41,16,252,5,TENDENCIAS BECIAL S.L.,RESTAURANTES RESTO,RESTAURANTE
63945,61,2005-10-14,28,15,58,ES MIRAMANCHA SA,GASOLINERAS,COCHE
56724,80,2009-08-04,34,13,237,EL BARRIL DE SAN PASCUAL,CAFETERIAS,SNACKS,RESTAURANTE
16529,19,2006-09-24,37,14,78,84,RESTAURANTE PERLANBLACA,RESTAURANTES RESTO,RESTAURANTE
